date,press,dew,temp,pollution,wnd_dir,wnd_spd,snow,rain
2010-01-09 09:00:00,1029.0,-18,-9.0,84.0,NE,5.81,0,0
2010-01-09 10:00:00,1029.0,-17,-7.0,73.0,NE,11.62,0,0
2010-01-09 11:00:00,1030.0,-17,-6.0,66.0,NE,17.43,0,0
2010-01-09 12:00:00,1029.0,-16,-6.0,40.0,NE,23.24,0,0
2010-01-09 13:00:00,1029.0,-16,-5.0,49.0,NE,28.16,0,0
2010-01-09 14:00:00,1029.0,-15,-4.0,50.0,NE,33.08,0,0
2010-01-09 15:00:00,1028.0,-14,-4.0,49.0,NE,37.1,0,0
2010-01-09 16:00:00,1029.0,-15,-4.0,41.0,NE,38.89,0,0
2010-01-09 17:00:00,1030.0,-15,-4.0,37.0,NW,1.79,0,0
2010-01-09 18:00:00,1030.0,-15,-7.0,45.0,NE,3.13,0,0
2010-01-09 19:00:00,1031.0,-15,-6.0,44.0,NW,3.13,0,0
2010-01-09 20:00:00,1032.0,-15,-7.0,54.0,NW,4.92,0,0
2010-01-09 21:00:00,1032.0,-15,-6.0,50.0,NE,3.13,0,0
2010-01-09 22:00:00,1033.0,-15,-8.0,47.0,cv,0.45,0,0
2010-01-09 23:00:00,1033.0,-15,-8.0,66.0,cv,0.9,0,0
2010-01-10 00:00:00,1033.0,-15,-11.0,75.0,NW,0.89,0,0
2010-01-10 01:00:00,1033.0,-17,-13.0,82.0,NW,1.78,0,0
2010-01-10 02:00:00,1033.0,-17,-12.0,66.0,NW,4.91,0,0
2010-01-10 03:00:00,1033.0,-17,-13.0,83.0,NW,8.04,0,0
2010-01-10 04:00:00,1032.0,-19,-14.0,62.0,NW,9.83,0,0
2010-01-10 05:00:00,1032.0,-18,-13.0,40.0,NW,12.96,0,0
2010-01-10 06:00:00,1032.0,-19,-13.0,23.0,NW,16.09,0,0
2010-01-10 07:00:00,1033.0,-19,-14.0,25.0,NW,19.22,0,0
2010-01-10 08:00:00,1034.0,-19,-14.0,27.0,NW,22.35,0,0
2010-01-10 09:00:00,1033.0,-17,-12.0,35.0,NW,24.14,0,0
2010-01-10 10:00:00,1033.0,-16,-7.0,50.0,NE,4.02,0,0
2010-01-10 11:00:00,1033.0,-15,-7.0,70.0,NW,3.13,0,0
2010-01-10 12:00:00,1032.0,-15,-7.0,75.0,NW,6.26,0,0
2010-01-10 13:00:00,1031.0,-14,-6.0,58.0,NW,9.39,0,0
2010-01-10 14:00:00,1031.0,-14,-6.0,70.0,NW,12.52,0,0
2010-01-10 15:00:00,1030.0,-13,-5.0,68.0,NW,14.31,0,0
2010-01-10 16:00:00,1031.0,-14,-5.0,71.0,NW,16.1,0,0
2010-01-10 17:00:00,1031.0,-14,-6.0,88.0,NW,19.23,0,0
2010-01-10 18:00:00,1032.0,-13,-7.0,84.0,NW,23.25,0,0
2010-01-10 19:00:00,1032.0,-15,-6.0,83.0,NW,27.27,0,0
2010-01-10 20:00:00,1033.0,-15,-6.0,66.0,NW,30.4,0,0
2010-01-10 21:00:00,1034.0,-15,-4.0,27.0,NW,35.32,0,0
2010-01-10 22:00:00,1034.0,-16,-4.0,24.0,NW,44.26,0,0
2010-01-10 23:00:00,1035.0,-17,-5.0,22.0,NW,52.31,0,0
2010-01-11 00:00:00,1035.0,-17,-6.0,23.0,NW,60.36,0,0
2010-01-11 01:00:00,1035.0,-17,-8.0,27.0,cv,0.89,0,0
2010-01-11 02:00:00,1036.0,-19,-11.0,23.0,NW,4.02,0,0
2010-01-11 03:00:00,1036.0,-20,-11.0,17.0,NW,8.94,0,0
2010-01-11 04:00:00,1035.0,-21,-11.0,17.0,NE,4.02,0,0
2010-01-11 05:00:00,1035.0,-22,-12.0,16.0,NW,3.13,0,0
2010-01-11 06:00:00,1035.0,-22,-12.0,16.0,NE,4.92,0,0
2010-01-11 07:00:00,1036.0,-22,-13.0,20.0,NW,5.81,0,0
2010-01-11 08:00:00,1036.0,-22,-9.0,20.0,NW,13.86,0,0
2010-01-11 09:00:00,1036.0,-22,-10.0,18.0,NW,21.91,0,0
2010-01-11 10:00:00,1036.0,-22,-9.0,25.0,NW,29.06,0,0
2010-01-11 11:00:00,1036.0,-21,-9.0,26.0,NW,33.08,0,0
2010-01-11 12:00:00,1035.0,-20,-6.0,27.0,NW,42.02,0,0
2010-01-11 13:00:00,1034.0,-19,-5.0,28.0,NW,50.96,0,0
2010-01-11 14:00:00,1033.0,-19,-5.0,15.0,NW,59.01,0,0
2010-01-11 15:00:00,1033.0,-20,-5.0,24.0,NW,66.16,0,0
2010-01-11 16:00:00,1032.0,-20,-5.0,13.0,NW,71.97,0,0
2010-01-11 17:00:00,1033.0,-20,-5.0,13.0,NW,76.89,0,0
2010-01-11 18:00:00,1033.0,-20,-7.0,13.0,NW,81.81,0,0
2010-01-11 19:00:00,1033.0,-22,-7.0,17.0,NW,85.83,0,0
2010-01-11 20:00:00,1033.0,-22,-8.0,20.0,NW,89.85,0,0
2010-01-11 21:00:00,1033.0,-23,-10.0,27.0,NW,91.64,0,0
2010-01-11 22:00:00,1033.0,-23,-13.0,20.0,NW,93.43,0,0
2010-01-11 23:00:00,1032.0,-22,-12.0,15.0,cv,0.89,0,0
2010-01-12 00:00:00,1031.0,-22,-15.0,21.0,cv,1.78,0,0
2010-01-12 01:00:00,1031.0,-22,-14.0,21.0,NE,1.79,0,0
2010-01-12 02:00:00,1031.0,-22,-14.0,37.0,NW,0.89,0,0
2010-01-12 03:00:00,1030.0,-24,-18.0,26.0,NE,1.79,0,0
2010-01-12 04:00:00,1030.0,-24,-13.0,15.0,NE,3.58,0,0
2010-01-12 05:00:00,1030.0,-25,-14.0,9.0,NW,3.13,0,0
2010-01-12 06:00:00,1030.0,-24,-14.0,11.0,NW,7.15,0,0
2010-01-12 07:00:00,1030.0,-25,-12.0,11.0,NW,12.96,0,0
2010-01-12 08:00:00,1030.0,-26,-14.0,16.0,NW,16.98,0,0
2010-01-12 09:00:00,1031.0,-25,-12.0,13.0,NW,21.0,0,0
2010-01-12 10:00:00,1031.0,-25,-11.0,15.0,NW,26.81,0,0
2010-01-12 11:00:00,1030.0,-24,-11.0,21.0,NW,35.75,0,0
2010-01-12 12:00:00,1029.0,-23,-11.0,24.0,NW,47.82,0,0
2010-01-12 13:00:00,1029.0,-22,-11.0,22.0,NW,63.02,0,0
2010-01-12 14:00:00,1029.0,-23,-11.0,22.0,NW,75.98,0,0
2010-01-12 15:00:00,1029.0,-22,-11.0,22.0,NW,88.05,0,0
2010-01-12 16:00:00,1030.0,-23,-11.0,19.0,NW,101.01,0,0
2010-01-12 17:00:00,1030.0,-24,-11.0,23.0,NW,109.06,0,0
2010-01-12 18:00:00,1032.0,-24,-11.0,25.0,NW,118.0,0,0
2010-01-12 19:00:00,1032.0,-23,-11.0,25.0,NW,126.05,0,0
2010-01-12 20:00:00,1032.0,-23,-12.0,31.0,NW,134.1,0,0
2010-01-12 21:00:00,1033.0,-24,-12.0,25.0,NW,142.15,0,0
2010-01-12 22:00:00,1033.0,-23,-12.0,22.0,NW,150.2,0,0
2010-01-12 23:00:00,1034.0,-23,-12.0,22.0,NW,160.03,0,0
2010-01-13 00:00:00,1034.0,-24,-12.0,15.0,NW,169.86,0,0
2010-01-13 01:00:00,1033.0,-24,-12.0,16.0,NW,178.8,0,0
2010-01-13 02:00:00,1033.0,-25,-12.0,11.0,NW,189.98,0,0
2010-01-13 03:00:00,1033.0,-24,-13.0,11.0,NW,198.03,0,0
2010-01-13 04:00:00,1032.0,-25,-12.0,12.0,NW,205.18,0,0
2010-01-13 05:00:00,1033.0,-25,-12.0,11.0,NW,215.01,0,0
2010-01-13 06:00:00,1032.0,-25,-12.0,12.0,NW,226.19,0,0
2010-01-13 07:00:00,1032.0,-25,-12.0,27.0,NW,235.13,0,0
2010-01-13 08:00:00,1032.0,-25,-12.0,28.0,NW,243.18,0,0
2010-01-13 09:00:00,1033.0,-23,-11.0,34.0,NW,252.12,0,0
2010-01-13 10:00:00,1033.0,-23,-10.0,33.0,NW,257.93,0,0
2010-01-13 11:00:00,1033.0,-22,-9.0,36.0,NW,263.74,0,0
2010-01-13 12:00:00,1031.0,-21,-8.0,26.0,NW,270.89,0,0
2010-01-13 13:00:00,1030.0,-21,-6.0,49.0,NW,278.94,0,0
2010-01-13 14:00:00,1029.0,-20,-5.0,52.0,NW,286.99,0,0
2010-01-13 15:00:00,1028.0,-22,-5.0,47.0,NW,294.14,0,0
2010-01-13 16:00:00,1028.0,-21,-5.0,47.0,NW,299.06,0,0
2010-01-13 17:00:00,1028.0,-19,-7.0,39.0,SE,1.79,0,0
2010-01-13 18:00:00,1028.0,-19,-8.0,59.0,cv,0.45,0,0
2010-01-13 19:00:00,1028.0,-20,-9.0,76.0,cv,1.34,0,0
2010-01-13 20:00:00,1027.0,-19,-10.0,96.0,SE,1.79,0,0
2010-01-13 21:00:00,1027.0,-19,-13.0,95.0,cv,0.89,0,0
2010-01-13 22:00:00,1027.0,-18,-12.0,68.0,cv,1.78,0,0
2010-01-13 23:00:00,1027.0,-18,-13.0,65.0,NE,0.89,0,0
2010-01-14 00:00:00,1026.0,-18,-14.0,75.0,NE,1.78,0,0
2010-01-14 01:00:00,1025.0,-20,-15.0,257.0,NE,2.67,0,0
2010-01-14 02:00:00,1025.0,-20,-15.0,174.0,NW,0.89,0,0
2010-01-14 03:00:00,1025.0,-20,-16.0,164.0,NW,1.78,0,0
2010-01-14 04:00:00,1024.0,-20,-16.0,161.0,NW,3.57,0,0
2010-01-14 05:00:00,1024.0,-21,-17.0,137.0,NW,6.7,0,0
2010-01-14 06:00:00,1023.0,-19,-14.0,92.0,NW,10.72,0,0
2010-01-14 07:00:00,1023.0,-21,-17.0,64.0,NW,13.85,0,0
2010-01-14 08:00:00,1024.0,-19,-15.0,87.0,NW,15.64,0,0
2010-01-14 09:00:00,1024.0,-19,-14.0,87.0,NW,18.77,0,0
2010-01-14 10:00:00,1024.0,-18,-10.0,84.0,NW,22.79,0,0
2010-01-14 11:00:00,1023.0,-17,-9.0,95.0,NW,24.58,0,0
2010-01-14 12:00:00,1023.0,-16,-6.0,79.0,NW,26.37,0,0
2010-01-14 13:00:00,1022.0,-17,-5.0,75.0,NW,28.16,0,0
2010-01-14 14:00:00,1022.0,-16,-5.0,79.0,NW,29.95,0,0
2010-01-14 15:00:00,1022.0,-15,-4.0,86.0,NW,33.08,0,0
2010-01-14 16:00:00,1023.0,-16,-4.0,72.0,cv,0.89,0,0
2010-01-14 17:00:00,1025.0,-15,-5.0,89.0,SE,1.79,0,0
2010-01-14 18:00:00,1026.0,-14,-3.0,94.0,NW,5.81,0,0
2010-01-14 19:00:00,1027.0,-16,-3.0,69.0,NW,11.62,0,0
2010-01-14 20:00:00,1029.0,-15,-4.0,49.0,NW,20.56,0,0
2010-01-14 21:00:00,1031.0,-16,-5.0,33.0,NW,24.58,0,0
2010-01-14 22:00:00,1032.0,-17,-6.0,27.0,NE,3.13,0,0
2010-01-14 23:00:00,1033.0,-18,-6.0,20.0,NE,8.05,0,0
2010-01-15 00:00:00,1034.0,-19,-7.0,36.0,NE,13.86,0,0
2010-01-15 01:00:00,1035.0,-17,-8.0,37.0,NW,5.81,0,0
2010-01-15 02:00:00,1035.0,-18,-10.0,30.0,NW,11.62,0,0
2010-01-15 03:00:00,1036.0,-19,-10.0,18.0,NW,14.75,0,0
2010-01-15 04:00:00,1036.0,-19,-9.0,21.0,NW,19.67,0,0
2010-01-15 05:00:00,1036.0,-19,-9.0,13.0,NE,7.15,0,0
2010-01-15 06:00:00,1037.0,-20,-9.0,23.0,NE,12.96,0,0
2010-01-15 07:00:00,1037.0,-19,-9.0,26.0,NE,18.77,0,0
2010-01-15 08:00:00,1038.0,-19,-8.0,27.0,NE,22.79,0,0
2010-01-15 09:00:00,1039.0,-19,-8.0,30.0,NE,28.6,0,0
2010-01-15 10:00:00,1039.0,-19,-7.0,28.0,NE,35.75,0,0
2010-01-15 11:00:00,1039.0,-18,-6.0,26.0,NE,41.56,0,0
2010-01-15 12:00:00,1039.0,-18,-5.0,26.0,NE,45.58,0,0
2010-01-15 13:00:00,1038.0,-17,-4.0,31.0,NW,1.79,0,0
2010-01-15 14:00:00,1037.0,-16,-3.0,35.0,cv,0.89,0,0
2010-01-15 15:00:00,1037.0,-17,-3.0,36.0,cv,1.78,0,0
2010-01-15 16:00:00,1037.0,-17,-2.0,37.0,cv,2.23,0,0
2010-01-15 17:00:00,1036.0,-15,-5.0,64.0,SE,0.89,0,0
2010-01-15 18:00:00,1036.0,-15,-6.0,83.0,cv,0.89,0,0
2010-01-15 19:00:00,1037.0,-15,-6.0,91.0,cv,1.78,0,0
2010-01-15 20:00:00,1037.0,-14,-6.0,90.0,SE,1.79,0,0
2010-01-15 21:00:00,1036.0,-14,-8.0,102.0,SE,3.58,0,0
2010-01-15 22:00:00,1037.0,-14,-10.0,94.0,cv,0.89,0,0
2010-01-15 23:00:00,1036.0,-15,-11.0,87.0,cv,1.78,0,0
2010-01-16 00:00:00,1036.0,-15,-11.0,141.0,cv,2.67,0,0
2010-01-16 01:00:00,1036.0,-16,-13.0,211.0,NE,0.89,0,0
2010-01-16 02:00:00,1036.0,-16,-12.0,242.0,cv,0.89,0,0
